index	token	frequency
10747	sudsy	2
10748	instructs	1
10749	lad	1
10750	zen	1
10751	prickly	1
10752	misanthropy	1
10753	sometime	1
10754	minus	2
10755	estela	1
10756	cloyingly	2
10757	hagiographic	1
10758	leader	1
10759	fidel	1
10760	castro	4
10761	garnered	1
10762	privy	1
10763	misconstrued	1
10764	weakness	1
10765	incongruous	3
10766	chemically	1
10767	teaming	1
10768	crystal	3
10769	battles	1
10770	throwaway	2
10771	yawning	3
10772	jerky	1
10773	hand-held	1
10774	recount	2
10775	derry	1
10776	bang-bang	1
10777	shoot-em-up	1
10778	swank	2
10779	wide-awake	1
10780	tiresome	13
10781	rant	1
10782	thumbing	1
10783	convention	2
10784	midway	3
10785	squeezed	1
10786	beacon	2
10787	goosebumps	1
10788	ham	2
10789	debt	2
10790	unrealized	2
10791	caton-jones	1
10792	intercut	1
10793	awakening	3
10794	ripening	1
10795	72	1
10796	yarn-spinner	1
10797	compels	2
10798	tobey	1
10799	poster	2
10800	geek	1
10801	endgame	1
10802	laugther	1
10803	cascade	1
10804	laziness	1
10805	arrogance	1
10806	allison	1
10807	identity-seeking	1
10808	arliss	1
10809	poses	2
10810	too-extreme-for-tv	1
10811	sickening	3
10812	sidesplitting	2
10813	heaps	1
10814	luminous	1
10815	integrates	1
10816	pasta-fagioli	1
10817	sirk	1
10818	differently	1
10819	rhetoric	3
10820	quasi-documentary	1
10821	karim	1
10822	dridi	1
10823	raffish	1
10824	anne-sophie	3
10825	exuberantly	1
10826	serenely	1
10827	mazel	1
10828	tov	1
10829	depleted	1
10830	brand-new	1
10831	piscopo	1
10832	chaykin	1
10833	headly	1
10834	porthole	1
10835	incoherence	5
10836	defines	3
10837	laddish	1
10838	bearable	2
10839	garbus	1
10840	discards	1
10841	pathological	1
10842	exhuming	1
10843	circumstantial	2
10844	vapid	7
10845	mystification	1
10846	bravado	3
10847	hack	5
10848	gore-free	1
10849	serial	5
10850	murders	1
10851	humanize	1
10852	one-hour	3
10853	misfire	4
10854	player	5
10855	gained	2
10856	snatch	3
10857	bod	1
10858	household	1
10859	stupid	22
10860	joe	4
10861	viterelli	1
10862	right-hand	1
10863	goombah	1
10864	courtesy	1
10865	pogue	1
10866	yale	1
10867	grad	1
10868	previously	1
10869	gave	4
10870	skulls	1
10871	rollerball	7
10872	overboard	2
10873	flies	2
10874	hail	1
10875	sascha	1
10876	100-minute	2
10877	25	2
10878	comment	2
10879	schneider	11
10880	prissy	1
10881	studios	4
10882	firmly	4
10883	shoddy	3
10884	product	12
10885	girl-on-girl	1
10886	comparison	7
10887	pax	1
10888	lulled	1
10889	coma	2
10890	dudsville	1
10891	toilet	4
10892	burrito	1
10893	all-night	1
10894	tequila	1
10895	bender	1
10896	criticism	3
10897	potshots	2
10898	bankrupt	2
10899	something-borrowed	1
10900	wan	1
10901	thinly	2
10902	sketched	1
10903	demme	4
10904	experiments	1
10905	harvests	1
10906	gems	1
10907	roughage	1
10908	dominates	1
10909	electoral	1
10910	broadcast	1
10911	heavyweights	1
10912	zemeckis	1
10913	agreed	1
10914	produce	5
10915	cavorting	1
10916	ladies	2
10917	underwear	1
10918	mid	2
10919	derive	2
10920	curling	2
10921	distinctly	5
10922	indoors	2
10923	unsure	1
10924	nerds	2
10925	revisited	1
10926	regurgitates	1
10927	waters	4
10928	successes	2
10929	thrown	4
10930	flashbulb	1
10931	absence	1
10932	continuity	4
10933	incoherent	8
10934	bout	1
10935	stinks	3
10936	burlap	1
10937	gloom	1
10938	civilized	1
10939	ballistic	6
10940	ecks	5
10941	sever	5
10942	ordeal	3
10943	amusement	1
10944	equlibrium	1
10945	thirteen-year-old	1
10946	farenheit	1
10947	451	2
10948	naturalness	1
10949	self-consciously	4
10950	seagal	14
10951	appeared	3
10952	jumpsuit	1
10953	kool-aid	1
10954	demeanour	1
10955	cleanflicks	1
10956	macgraw	1
10957	profanities	1
10958	romance-novel	1
10959	platitudes	1
10960	pc	1
10961	stability	1
10962	misleading	1
10963	unexplained	1
10964	baboon	1
10965	haphazard	2
10966	inconsequential	6
10967	bones	3
10968	tickled	1
10969	humor-seeking	1
10970	dollars	2
10971	pascale	1
10972	bailly	2
10973	rom-com	1
10974	amélie	2
10975	audrey	1
10976	tautou	1
10977	fabuleux	1
10978	destin	1
10979	i.e.	2
10980	sugary	3
10981	half-hour	3
10982	interfaith	1
10983	stretched	6
10984	upset	1
10985	65-minute	1
10986	relative	3
10987	trots	2
10988	vacation	1
10989	stonehenge	1
10990	sketches	1
10991	identification	1
10992	underdeveloped	1
10993	convenient	6
10994	conveyor	1
10995	drowsy	1
10996	infatuated	1
10997	self-examination	1
10998	badly	14
10999	91-minute	1
11000	leblanc	2
11001	baseball-playing	1
11002	monkey	1
11003	sixth-grade	1
11004	height	1
11005	sonnenfeld	2
11006	pug	1
11007	avary	5
11008	uproar	1
11009	mpaa	1
11010	riddled	1
11011	unanswered	1
11012	requires	3
11013	gargantuan	1
11014	plod	2
11015	usher	1
11016	sinise	1
11017	advance	3
11018	screening	5
11019	pluto	2
11020	nash	3
11021	stinker	4
11022	joke	14
11023	built	6
11024	musty	3
11025	half-dimensional	1
11026	wills	2
11027	nubile	1
11028	campus	2
11029	depravity	1
11030	fade	3
11031	ugliness	2
11032	trace	2
11033	spoiler	1
11034	four-year-old	1
11035	exaggeration	1
11036	haunted	3
11037	confuses	1
11038	contorting	1
11039	pointless	15
11040	gone-to-seed	1
11041	robotic	1
11042	jury	1
11043	bestowed	1
11044	gordy	1
11045	waldo	1
11046	honoring	1
11047	prescribed	1
11048	dentist	2
11049	soothing	1
11050	muzak	1
11051	cushion	1
11052	evade	2
11053	responsibilities	1
11054	toddler	1
11055	fantasti	1
11056	surfacey	1
11057	alienating	2
11058	talkers	1
11059	hollow	5
11060	cd	1
11061	motions	5
11062	dignified	1
11063	ceo	1
11064	meet	3
11065	retreat	1
11066	pee	1
11067	tree	1
11068	bear	4
11069	mechanical	6
11070	museum	1
11071	prefeminist	1
11072	beware	2
11073	brit-com	1
11074	dime	2
11075	tediously	4
11076	subplots	5
11077	grouchy	1
11078	ayatollah	1
11079	mosque	1
11080	plodding	11
11081	extracting	1
11082	bare	2
11083	byatt	2
11084	musker	1
11085	clements	1
11086	retina	1
11087	muster	3
11088	butt	2
11089	doubting	1
11090	knockaround	2
11091	raison	1
11092	d'etre	1
11093	young-guns	1
11094	tame	3
11095	expects	3
11096	maiden	1
11097	foolish	3
11098	untold	1
11099	bui	1
11100	suspiciously	1
11101	boilerplate	2
11102	assumes	2
11103	exact	3
11104	specifics	1
11105	pie	4
11106	rymer	1
11107	conjure	1
11108	followers	1
11109	dead-undead	1
11110	shrieky	1
11111	sopranos	2
11112	unfunny	19
11113	doing-it-for	1
11114	the-cash	1
11115	writer-producer-director	1
11116	watstein	1
11117	finishing	1
11118	disintegrating	3
11119	boyd	2
11120	consequence	2
11121	ill-timed	1
11122	antitrust	1
11123	fraction	1
11124	registering	1
11125	blip	2
11126	recycle	2
11127	wilder	5
11128	whatsoever	3
11129	processed	2
11130	chop	1
11131	suey	1
11132	nemesis	4
11133	65th	1
11134	mixer	1
11135	surviving	2
11136	dystopian	1
11137	retooling	2
11138	fahrenheit	1
11139	rip-off	8
11140	matrix	2
11141	chitchat	1
11142	neurotics	1
11143	stiff	5
11144	extra-dry	1
11145	perpetually	1
11146	hazy	1
11147	rehash	5
11148	whirl	1
11149	age-inspired	1
11150	pegged	1
11151	groove	2
11152	simplify	1
11153	dishonest	3
11154	cameo-packed	1
11155	m	2
11156	i-2-spoofing	1
11157	ruins	3
11158	ba	1
11159	murdock	1
11160	a-team	1
11161	50-something	1
11162	lovebirds	1
11163	unappealing	2
11164	dearly	1
11165	restless	1
11166	statements	1
11167	dime-store	2
11168	ruminations	1
11169	gamely	1
11170	gap	2
11171	clean-cut	1
11172	fiendish	1
11173	psychologizing	1
11174	peevish	1
11175	gimmicky	2
11176	horse	2
11177	sandbox	1
11178	condescension	3
11179	pore	3
11180	hickenlooper	3
11181	snap	2
11182	wiseacre	1
11183	dicey	1
11184	spears	6
11185	favourite	1
11186	146	1
11187	h	2
11188	ad	4
11189	ia	1
11190	waking	4
11191	mush	2
11192	strutting	1
11193	journalistically	1
11194	inept	10
11195	lethally	1
11196	high-tech	3
11197	unleashes	2
11198	pandora	1
11199	gamut	1
11200	cheesier	1
11201	cheesiest	2
11202	hawk	3
11203	rambo	1
11204	meets-john	1
11205	named	6
11206	kaos	2
11207	tanks	2
11208	sinks	7
11209	labors	1
11210	whip	1
11211	muscle	1
11212	10th	1
11213	leers	1
11214	frustrated	1
11215	abhorrent	2
11216	stortelling	1
11217	oftentimes	1
11218	cowardly	1
11219	autocritique	1
11220	skirmishes	1
11221	waged	1
11222	predators	1
11223	undistinguished	2
11224	treads	3
11225	passable	5
11226	12	1
11227	rent	7
11228	ensnare	1
11229	exhausting	4
11230	hit-and-miss	2
11231	topical	3
11232	lapses	3
11233	tommy	1
11234	peep	1
11235	booths	1
11236	mopping	1
11237	fancies	1
11238	selby	1
11239	jr.	3
11240	ounce	1
11241	seated	1
11242	pinheads	1
11243	expecting	4
11244	sadism	2
11245	choppy	9
11246	monosyllabic	1
11247	dubbed	4
11248	r-rated	1
11249	road-trip	3
11250	vertical	2
11251	limit	3
11252	downtime	1
11253	stealing	8
11254	nuclear	2
11255	evenly	1
11256	milks	1
11257	blasphemous	2
11258	jersey	2
11259	soured	1
11260	bumps	1
11261	icky	1
11262	88-minute	3
11263	86	3
11264	scientific	2
11265	incomprehensible	5
11266	pit	2
11267	mccoist	1
11268	clue	5
11269	not-so-divine	1
11270	re-fried	1
11271	tomatoes	1
11272	voices-from-the-other-side	1
11273	rape-payback	1
11274	hinges	1
11275	enabling	1
11276	industrial-model	1
11277	freezers	1
11278	n	2
11279	folds	1
11280	respectably	1
11281	muted	5
11282	rohypnol	1
11283	airs	2
11284	hal	3
11285	wannabe	8
11286	ingredient	1
11287	ver	2
11288	wiel	1
11289	stanford	1
11290	bebe	1
11291	neuwirth	1
11292	seduces	1
11293	founders	2
11294	milieu	2
11295	intelligentsia	1
11296	gaghan	4
11297	sleight-of-hand	1
11298	ill-wrought	1
11299	hypothesis	1
11300	p	1
11301	artnering	1
11302	tv-cops	1
11303	prevents	2
11304	firing	4
11305	cylinders	2
11306	unsatisfied	2
11307	ate	1
11308	reeses	1
11309	peanut	1
11310	ingratiating	2
11311	adopt	2
11312	dulls	1
11313	injected	1
11314	self-consciousness	2
11315	bogdanich	1
11316	unashamedly	2
11317	pro-serbian	1
11318	sluggish	6
11319	h.g.	4
11320	wells	4
11321	kin	1
11322	reworked	1
11323	tuxedo	8
11324	binging	1
11325	cotton	2
11326	sticky	2
11327	anti-human	1
11328	miles	1
11329	graceland	1
11330	depress	1
11331	wal-mart	2
11332	checkout	1
11333	grave	2
11334	plummets	2
11335	graveyard	1
11336	racing	2
11337	sealed	2
11338	indefinitely	1
11339	advice	6
11340	kev	1
11341	signing	1
11342	dotted	1
11343	raucous	3
11344	regrets	1
11345	ugly-duckling	1
11346	clumsily	6
11347	wraps	2
11348	shiny	1
11349	glazed	1
11350	scum	1
11351	bang	2
11352	cluelessness	1
11353	idiocy	2
11354	misplaced	1
11355	vainly	1
11356	excellence	1
11357	mimetic	1
11358	approximation	1
11359	contempt	2
11360	unintelligible	1
11361	poorly	16
11362	brain-slappingly	1
11363	kept	3
11364	anecdote	1
11365	seizures	1
11366	inelegant	2
11367	unrelated	1
11368	shorts	2
11369	vain	3
11370	dictator-madman	1
11371	off-putting	4
11372	inappropriate	3
11373	undeserved	1
11374	induce	1
11375	sleep	5
11376	gut-busting	1
11377	league	3
11378	crap	8
11379	badness	3
11380	deuces	7
11381	variable	1
11382	light-footed	1
11383	enchantment	1
11384	cuba	1
11385	mugs	2
11386	dogs	8
11387	leaden	7
11388	adrian	2
11389	lyne	4
11390	sleazy	2
11391	moralizing	2
11392	swimfan	5
11393	villainess	1
11394	lina	1
11395	wertmuller	3
11396	1975	2
11397	eroti-comedy	1
11398	husband-and-wife	1
11399	bo	1
11400	buck	1
11401	greasy	1
11402	vidgame	1
11403	21\/2	2
11404	excruciatingly	3
11405	distasteful	4
11406	pool	5
11407	drowned	4
11408	sidekicks	1
11409	much-needed	1
11410	cardiac	1
11411	eager	5
11412	murray	1
11413	prolific	1
11414	stuffs	1
11415	comfortably	1
11416	yielded	1
11417	unengaging	1
11418	limitations	3
11419	schlocky	2
11420	horror\/action	1
11421	genial-rogue	1
11422	shtick	4
11423	ellis	1
11424	scripted	2
11425	preachy	9
11426	propaganda	7
11427	longley	1
11428	realizing	3
11429	fault	4
11430	nastier	1
11431	capitalize	3
11432	1953	1
11433	cow	1
11434	slow-moving	2
11435	preferring	1
11436	humiliation	1
11437	defecates	1
11438	urinates	1
11439	plants	1
11440	muddled	8
11441	limp	5
11442	biscuit	1
11443	maddeningly	2
11444	excite	1
11445	churns	1
11446	flagrantly	1
11447	thunderstorms	1
11448	klein	3
11449	saddest	1
11450	speedy	1
11451	swan	1
11452	dive	1
11453	landing	1
11454	low-grade	2
11455	dreck	3
11456	lousy	10
11457	visible	3
11458	mikes	1
11459	chasing	2
11460	buff	1
11461	disastrous	1
11462	harm	2
11463	travel-agency	1
11464	topless	2
11465	mud	2
11466	independent-community	1
11467	guiding	1
11468	looseness	1
11469	grasping	1
11470	workshop	1
11471	activate	1
11472	girlish	1
11473	ducts	1
11474	carvey	7
11475	overplayed	1
11476	bother	9
11477	dreadfully	2
11478	inversion	1
11479	concubine	1
11480	eschews	1
11481	panorama	1
11482	bug-eyed	2
11483	mugging	4
11484	gay-niche	1
11485	stumblebum	1
11486	sparring	1
11487	succession	1
11488	blows	2
11489	dumped	2
11490	guei	1
11491	r.	2
11492	nebrida	2
11493	cram	2
11494	pot	1
11495	macy	1
11496	thanksgiving	2
11497	balloon	1
11498	heavy-duty	1
11499	ropes	1
11500	oedekerk	4
11501	mercilessly	2
11502	slasher	3
11503	misses	5
11504	addicted	1
11505	minimally	1
11506	mcklusky	1
11507	c.i.	1
11508	culprit	1
11509	early-on	1
11510	irk	1
11511	heartily	1
11512	war-weary	1
11513	marine	1
11514	uncouth	1
11515	vicious	2
11516	hampered	3
11517	paralyzed	1
11518	crawls	1
11519	snail	1
11520	one-sided	3
11521	over-indulgent	1
11522	tirade	1
11523	knock	2
11524	postcard	4
11525	self-glorified	1
11526	lovefest	1
11527	windtalkers	7
11528	compendium	2
11529	two-hour-and-fifteen-minute	1
11530	loaded	4
11531	minac	1
11532	drains	2
11533	individuality	1
11534	conclusions	1
11535	benchmark	1
11536	lameness	1
11537	misty-eyed	1
11538	treading	2
11539	mired	4
11540	tear-drenched	1
11541	quicksand	1
11542	pretention	1
11543	fortify	1
11544	turgid	3
11545	two-way	1
11546	time-switching	1
11547	myopic	1
11548	stalls	1
11549	lackluster	7
11550	blandness	3
11551	less-than-compelling	1
11552	clan	1
11553	norris	1
11554	grenade	2
11555	7	1
11556	indication	3
11557	asked	1
11558	belief	1
11559	washout	1
11560	expend	1
11561	begin	5
11562	unamusing	1
11563	unrewarding	2
11564	reckless	1
11565	squandering	3
11566	everybody	4
11567	goliath	1
11568	mushy	5
11569	peas	1
11570	fumbles	2
11571	accumulated	1
11572	miscalculation	2
11573	defuses	1
11574	submerging	1
11575	hoary	2
11576	paraphrase	1
11577	fragment	1
11578	underdone	1
11579	potato	1
11580	kitchen-sink	1
11581	77	1
11582	4ever	5
11583	celebi	1
11584	not-so-small	1
11585	carlen	1
11586	changed	1
11587	lower-class	2
11588	upsets	1
11589	shreds	1
11590	deleting	1
11591	advanced	1
11592	prozac	1
11593	rampantly	1
11594	equilibrium	5
11595	doofus	2
11596	blatant	4
11597	placement	2
11598	fart	3
11599	unsurprisingly	1
11600	caretakers	1
11601	rash	1
11602	terribly	6
11603	considering	5
11604	jelly	1
11605	resident	4
11606	hysteria	1
11607	playstation	1
11608	cocktail	2
11609	supplied	1
11610	epps	3
11611	unspeakably	1
11612	reams	1
11613	flatly	2
11614	dim-witted	3
11615	bluto	1
11616	blutarsky	1
11617	innocuous	3
11618	jean-claude	1
11619	glorified	3
11620	write	1
11621	liner	1
11622	mcdormand	1
11623	moronic	3
11624	justifies	1
11625	updates	1
11626	latino	1
11627	hop	2
11628	downhill	2
11629	unlock	1
11630	lifeless	7
11631	lawn	1
11632	chair	3
11633	tried-and-true	1
11634	distinguish	2
11635	promisingly	3
11636	moratorium	1
11637	immediately	4
11638	treacly	1
11639	prep-school	3
11640	professors	1
11641	heartwarmingly	1
11642	motivate	1
11643	working-class	2
11644	perch	1
11645	metropolitan	2
11646	categorize	1
11647	smutty	1
11648	sense-of-humour	1
11649	ship	4
11650	leaky	2
11651	hobby	1
11652	attracts	1
11653	threw	2
11654	equipment	1
11655	aisle	1
11656	walker	1
11657	clockstoppers	5
11658	94	1
11659	warned	2
11660	battery	1
11661	over-familiarity	1
11662	hit-hungry	1
11663	strip-mined	1
11664	1997	1
11665	rainbows	1
11666	plant	1
11667	smile-button	1
11668	segment	3
11669	populace	1
11670	zero	4
11671	diss	1
11672	repulsive	2
11673	enamored	1
11674	antonio	2
11675	banderas-lucy	1
11676	liu	2
11677	faceoff	1
11678	afflicts	1
11679	joint	1
11680	promotion	1
11681	association	1
11682	teenaged	1
11683	poster-boy	1
11684	lil	2
11685	mythmaking	1
11686	hindsight	1
11687	close-to-solid	1
11688	misfortune	2
11689	cloaks	1
11690	anti-feminist	1
11691	=	1
11692	misery	5
11693	romantic-comedy	1
11694	duds	1
11695	underwhelming	1
11696	unified	1
11697	phenomenon	1
11698	peaked	1
11699	elizabeth	4
11700	berkley	1
11701	flopping	1
11702	dolphin-gasm	1
11703	thornberry	1
11704	wedgie	1
11705	hereby	1
11706	unimpressively	1
11707	fussy	1
11708	hi	1
11709	puppies	1
11710	legs	1
11711	dey	2
11712	demonstrated	1
11713	mixing	2
11714	noon	1
11715	uninspired	10
11716	send-up	1
11717	blanks	2
11718	forrest	1
11719	gump	1
11720	erratic	4
11721	wince	1
11722	gratingly	2
11723	tainted	1
11724	improbability	1
11725	quarter	3
11726	elephant	1
11727	too-long	1
11728	spoofy	1
11729	macbeth	1
11730	invention	5
11731	graceless	3
11732	serials	1
11733	'30s	1
11734	'40s	1
11735	redundancy	2
11736	unsuccessful	2
11737	crudeness	1
11738	accompanying	2
11739	accumulate	1
11740	navel	1
11741	riot	3
11742	clothes	5
11743	dumbness	2
11744	sleaziness	1
11745	kingdom	1
11746	not-so-big	1
11747	not-so-hot	1
11748	iteration	1
11749	creepiest	1
11750	developmentally	1
11751	disabled	1
11752	humble	2
11753	redeem	1
11754	bond-inspired	1
11755	tootsie	2
11756	punchlines	1
11757	gender-war	1
11758	baird	1
11759	editor	1
11760	murder-on-campus	1
11761	yawner	1
11762	void	1
11763	generating	3
11764	iraqi	1
11765	poised	1
11766	un	1
11767	inspector	1
11768	imitations	1
11769	subsided	1
11770	processor	2
11771	mine	2
11772	gangster\/crime	1
11773	wore	2
11774	reliance	2
11775	movie-specific	1
11776	holmes	1
11777	major-league	1
11778	underachiever	1
11779	climax	3
11780	scarcely	3
11781	self-satisfied	3
11782	mckay	3
11783	intermediary	1
11784	triteness	1
11785	device	1
11786	drifts	1
11787	aimlessly	3
11788	cracks	1
11789	ever-growing	1
11790	unembarrassing	1
11791	unmemorable	3
11792	torturing	1
11793	genitals	2
11794	weighs	3
11795	champagne	1
11796	alarms	1
11797	throbbing	1
11798	elderly	1
11799	propensity	1
11800	patting	1
11801	skid-row	1
11802	margins	1
11803	histrionics	3
11804	modernizes	1
11805	a.e.w.	1
11806	mason	1
11807	suit	5
11808	plucks	1
11809	bore	14
11810	falsehoods	1
11811	undermining	2
11812	creator	1
11813	action-comedy	4
11814	hairy	1
11815	laggard	1
11816	wending	1
11817	epiphany	2
11818	respective	1
11819	worn	3
11820	threadbare	4
11821	so-called	2
11822	warmed	2
11823	nonbelievers	1
11824	rethink	1
11825	attitudes	1
11826	creed	1
11827	skeptics	1
11828	repetition	4
11829	outward	1
11830	flakiness	1
11831	funniness	1
11832	bowel	2
11833	long-on-the-shelf	1
11834	point-and-shoot	1
11835	caddyshack	2
11836	crossed	2
11837	raccoons	1
11838	sucked	4
11839	mystic	1
11840	unbreakable	1
11841	hokey	4
11842	ineffective	1
11843	gussied	1
11844	shriek	1
11845	weakly	1
11846	mojo	1
11847	fudged	1
11848	gigantic	1
11849	lunar	1
11850	subplot	2
11851	smuggling	1
11852	danish	1
11853	cows	2
11854	alter	1
11855	lighted	1
11856	inquiries	1
11857	redeemable	1
11858	distinguishes	1
11859	distinguishing	1
11860	manufactured	5
11861	busy	7
11862	cursing	1
11863	strategically	1
11864	sheets	2
11865	helluva	1
11866	singer	2
11867	mediterranean	1
11868	65	1
11869	unfinished	1
11870	40	4
11871	javier	1
11872	bardem	1
11873	gerardo	1
11874	drenched	1
11875	swoony	1
11876	fever-pitched	1
11877	soapy	1
11878	brady	2
11879	topnotch	1
11880	foursome	1
11881	shoving	1
11882	clichéd	5
11883	white-trash	1
11884	allegedly	2
11885	marketable	1
11886	cadavers	1
11887	obscure	4
11888	direct-to-void	1
11889	heading	1
11890	cheapo	2
11891	sword-and-sorcery	1
11892	enveloped	1
11893	theatres	3
11894	tube	1
11895	be-all-end-all	1
11896	modern-office	1
11897	rubber-face	1
11898	insipid	4
11899	goldberg	1
11900	remotely	5
11901	drumbeat	1
11902	authenticity	2
11903	pornographic	1
11904	apartments	1
11905	parties	1
11906	disguise	12
11907	ha	2
11908	performer	2
11909	96	1
11910	fluxing	1
11911	silly-looking	1
11912	morlocks	1
11913	75-minute	1
11914	sample	1
11915	rubbish	1
11916	listless	9
11917	witless	7
11918	resembling	2
11919	endured	1
11920	waterlogged	3
11921	sub-sophomoric	1
11922	mcconaughey	1
11923	irony-free	1
11924	batting	1
11925	eyelids	2
11926	stunt	7
11927	pairing	3
11928	clownish	1
11929	mind-numbingly	3
11930	britney	8
11931	abbreviated	1
11932	misfit	1
11933	splitting	2
11934	great-grandson	3
11935	30	5
11936	judaism	1
11937	unveil	1
